Key,Year initiated,original_post,title,url,Solution Source,VPN Solution,VPN Protocol,Endpoints,Olivia VPN Problem,Ryan VPN Problem,Sean VPN Problem,Final VPN Problem,VPN #
1257,2015,"When user log into VPN, ASA is looking at CAC common Name instead of LDAP sAMAccountName for authentication. Causing errors within log in script. User cannot log into the VPN because of the issue. This is a two part problem; having a certification chaining issue, but LDAPseems to looking for common name instead of looking for LDAP nameon AD",sAMAccount issues,https://supportforums.cisco.com/discussion/12732341/samaccount-issues,,,,,,,,,4
131,2016,Hi i am forming a site to site vpn Site A                  Site B 192.168.1.0/24          100.100.100.100/24 Site A                          Site B 192.168.1.0/24-> 10.1.0.1 (PAT)-> 100.100.100.100/24 how do i establish the above in lan 2 lan tunnel with interesting traffic Thanks,site to site vpn PAT,https://supportforums.cisco.com/discussion/13084031/site-site-vpn-pat,,,,,,,,,3
295,2016,"Hello, I hv an ASA facing internet and terminating SSL connections. Behind the ASA i have IOS Firewall which hosts the Servers need to be accessed through the SSL provided by the asa The issue im having is: Users SSL coonections are terminated at the ASA fine, after that when i route those traffic into the IOS Firewall, the traffic does not reach destination servers.  The logs at ios FW shows following msg ""Crypto packets re-cvd is not crypto IPSEC packet"" Plz help me how to route those traffic terminated over ssl on the asa into the ios firewall",Routing SSL traffic over two firewalls,https://supportforums.cisco.com/discussion/13049636/routing-ssl-traffic-over-two-firewalls,,,,,,,,,2
815,2016,I have two ASA5520s... one has 750 Anyconnect Essentials licenses and the other has 750 Anyconnect Plus licenses. Can these two successfully HA Pair or do I need to have them both on the same exact license type? i.e. both on Anyconnect Plus.... Thanks! Hal,HA pairing possibility? two ASA5520s- one with Anyconnect Essentials the other with Anyconnect Plus licensing- can these two equivalent license types HA pair successfully?,https://supportforums.cisco.com/discussion/12929456/ha-pairing-possibility-two-asa5520s-one-anyconnect-essentials-other-anyconnect,,,,,,,,,3
2475,2015,"When I configured the Cisco Anyconnect client on our ASA5512X firewalls, I configured split tunneling and told it to tunnel the network range of our internal network. My thought here was that all internet traffic would not go through the tunnel...only that traffic that was bound for the internal network. Since configuring AnyConnect (which is working fine BTW), we had a requirement to configure a site-to-site VPN tunnel into Amazon AWS. I muddled through the AWS documentation and was able to get the Site to Site tunnel working, so now each tunnel co-exists fairly happily...that is as long as I am internal to the network. So, herein lies the issue...when I connect to the AnyConnect client, I get access to the internal network resources...no problem. I cannot, however, access the resources in the Amazon AWS cloud. I suspected that my split tunneling was to blame, so I went back and added the AWS ranges to the tunnel networks list. Unfortunately, this still does not work. So...is this even possible? It seems to me that there should be an internal route that I can setup on the ASA that would route the traffic bound for 172.16 addresses from the AnyConnect connection and back out through the IPSec tunnel to AWS. Does anybody have experience with this? We're running 9.1.3 on our 5512X if that makes a difference. Thanks in advance!  nate",ASA5512X Anyconnect & Site to Site harmony,https://supportforums.cisco.com/discussion/12505546/asa5512x-anyconnect-site-site-harmony,,,,,,,,,2
1965,2015,"Hi i know i asked this question once, but i need to be sure, please help me. if i have two ASA-5545-x and i want to buy appex license for 1000 users,should i order two 1k licenses, i mean should i order separate license for each of ASA appliances or just a 1k license is enough. thanks for the reply.",2 ASA anyconnect licenses,https://supportforums.cisco.com/discussion/12577936/2-asa-anyconnect-licenses,,,,,,,,,3
2919,2015,"Is that correct? It doesn't seem correct. I purchased an Anyconnect mobile license to add to my ASA 5505 which already had Anyconnect Essentials enabled. The activation key I received shows that I would be going from: License: Base Max Physical Interfaces: 8 VLANs: 3, DMZ Restricted Dual ISPs: Disabled Trunk Ports: 0 Failover: Disabled Inside Hosts: 50 VPN DES Encryption: Enabled VPN 3DES and AES Encryption: Enabled VPN Peers: 10 SSL VPN Peers: 2 Shared SSL VPN licensing: Disabled AnyConnect Mobile: Disabled Linksys VPN Phone: Disabled AnyConnect Essentials: Enabled Advanced Endpoint Assessment: Disabled UC Proxy Sessions: 2 UC Phone Proxy Sessions: 2 Botnet Traffic Filter: Disabled  To:  Inside Hosts: 50 Failover: Disabled Encryption-DES: Enabled Encryption-3DES-AES: Enabled Security Contexts: Default GTP/GPRS: Disabled AnyConnect Premium Peers: Default Other VPN Peers: Default Advanced Endpoint Assessment: Disabled AnyConnect for Mobile: Enabled AnyConnect for Cisco VPN Phone: Disabled Shared AnyConnect Premium License server: Disabled Shared License: Disabled UC Phone Proxy Sessions: Default Total UC Proxy Sessions: Default AnyConnect Essentials: Disabled Botnet Traffic Filter: Disabled Intercompany Media Engine: Disabled Cluster License: Disabled vCPUs: 0",AnyConnect mobile license disables AnyConnect essentials,https://supportforums.cisco.com/discussion/12438316/anyconnect-mobile-license-disables-anyconnect-essentials,,,,,,,,,3
1380,2015,"We used AnyConnect 2.5 and everthing was working fine. We want/must upgrade to AnyConnect 4.x now and first purchased a AnyConnect Apex license and that is installed. But still every AnyConnect attempt to connect either ends in ""cannot contact server"" on Windows or ""No valid certificates available for authentication."" on Mac. set up on ASA 9.5 I am puzzled 1) we don't use client certificates for authentiation only AAA. 2) this is a bare minium standard AnyConnect config. Nothing fancy. just being desparate I installed the anyconnect app for ipad. no luck there either. But because I was playing around I turned on FIPS on that- and lo and behold I could connect. But here is the thing: I never configured FIPS (disabling the non-FIPS cipher for example) on the ASA. Nor do I want or need it. I spent many hours on troubleshooting this and I am at a loss now. Any pointers are greatly appreciated.---- UPDATE: I found the solution! This is a bug! after some searching I found that the same description that applies to this particular bug is also affecting anyconnect https://tools.cisco.com/bugsearch/bug/CSCuv51649/?referring_site=bugquic... taking as the workaround states RC4-SHA out of the ciphers, made it work. That also explains why the ipad APP worked with FIPS: FIPS doesnt' use RC4-SHA.",Anyconnect 4.x client cannot connect,https://supportforums.cisco.com/discussion/12711571/anyconnect-4x-client-cannot-connect,,,,,,,,,0
2393,2015,Hi  Scenario is Cisco ASA with ssl vpn client (anyconnect). Around 200+ user uses the VPN at a peak time. VPN address is attached to certificate. lets say abc-vpn.domain.com. Question: we would like to change the fqdn name to vpn.domain.com. Is there any easier way to roll out the name change? so that the 200 users uses the right name. Wondering if we can do it using profile?,Changing VPN fqdn,https://supportforums.cisco.com/discussion/12519671/changing-vpn-fqdn,,,,,,,,,3
2326,2015,"Hi, I configured Site to Site VPN using inside interface of ASA (9.4.1)  site2site_inside.jpg  From computer in Zone 1 (192.168.1.1), I can access to all Intranet and it works without problem--> all traffic is going through VPN. I can use remote desktop on 10.0.0.1 for example.  2. In the other way, from 10.0.0.1, I try to use remote desktop on192.168.1.1,traffic is not routed on VPN. Log: ""Build inbound TCP connection for inside:10.0.0.1/1539to outside:192.168.1.1/3389""  In case 1 (when it worked), it said""Build inbound TCP connection for inside:192.168.1.1/2039toinside:10.0.0.1/3389"" To fix it, I had to add specific route on ASA:192.168.1.0/24 on inside Then it works on both ways.  Is that a normal behaviour? I thought that cryptomap and IPSec SPI would be enough.  Thanks, Patrick",[Site-to-Site VPN] Are explicit route to the remote LAN necessary?,https://supportforums.cisco.com/discussion/12529986/site-site-vpn-are-explicit-route-remote-lan-necessary,,,,,,,,,3
457,2016,what is the difference between this licence AC-O-25 and APEX or PLUS licence?,VPN,https://supportforums.cisco.com/discussion/13022861/vpn,,,,,,,,,3
1033,2016,"Well, I wanna use Cisco AnyConnect (Cisco VPN Client 5.0 or 6.0) with Cisco CSR 1000v is anyone could gimme the best way how to deploy that? #VPN #AnyConnect",Cisco CSR 1000v and AnyConnect,https://supportforums.cisco.com/discussion/12761926/cisco-csr-1000v-and-anyconnect,,,,,,,,,3
2721,2015,"Currently we are build up site-2-site VPN tunnel with our customer. Usually we use pre-shared key as authentication with other customers without any issue, but we have to use cert authentication with it this time. But thequestion is that our CA is different from theirs. I tried it a few times, but it failed. Does anybody please let me know that we have to own the certificate issued by the same CA to create VPN tunnel? Thanks a lot!",question related to site-2-site VPN with cert authentication,https://supportforums.cisco.com/discussion/12465471/question-related-site-2-site-vpn-cert-authentication,,,,,,,,,3
409,2016,HI Guys I have been struggling the whole day trying to find the SKU to add 25 SSL VPN AnyConnect Premium licence for the 5512-x Can someone assist me please I saw the below for the other ASA' ASA5505-SSL25-K9,ASA 5512-x SSL VPN AnyConnect Premium licences,https://supportforums.cisco.com/discussion/13030806/asa-5512-x-ssl-vpn-anyconnect-premium-licences,,,,,,,,,3
1247,2015,"Dear all, I've been struggling to understand some debug output from my ASA which has a VPN configured with a remote checkpoint. In short; the problem is within the P1 & P2 rekey timers. I've defined both timers as 28800 (8 hours). We've matched up these timers since Checkpoint firewalls will automatically delete P2 SA's after a P1 rekey. An ASA however will remain sending packets using the existing P2 SA until it's remaining lifetime runs out. Having said that; the IPSec tunnel will go down every 6 hours. This is strange, since the timers have been set to 8 hours. After grabbing a debug output from the ASA I've found these two messages within the output of a succesful tunnel coming up: 2015-12-22,""13:26:17"",""Local5"",""Debug"",""ASA-HOSTNAME"",""%ASA-7-715080: Group = REMOTE_PEER, IP = REMOTE_PEER, Starting P1 rekey timer: 21600 seconds."" 2015-12-22,""13:26:17"",""Local5"",""Debug"",""ASA-HOSTNAME"",""%ASA-7-715080: Group = REMOTE_PEER, IP = REMOTE_PEER, Starting P2 rekey timer: 24480 seconds."" This indicates that the rekey will take place before any of the actual defined timers run out. How is this possible? Running the 'show crypto ikev1 sa detail' and 'show crypto ipsec sa peer *.*.*.*' validate that the timers are 28800 seconds. After clearing the tunnels, the remaining lifetime also matches up on both P1 and P2 and will show a value higher than the ones set in the debug output. I'm wondering why these timer values are different in the debug logs opposite the actual configured values and the values produced by the show commands. I hope somebody can shed some light on this!-Hessel cisco asa checkpoint S2S IPsec IKE SA Security-association lifetime seconds kilobytes site-to-site VPN",ASA &lt;> Checkpoint S2S VPN troubles,https://supportforums.cisco.com/discussion/12734506/asa-checkpoint-s2s-vpn-troubles,,,,,,,,,4
2992,2015,"Hello I have a big problem, we have implemented Cisco VPN client to allow connect from outside to our internal servers. My issue that all users get access to internet during using Cisco VPN client. We used split tunneling, but still all VPN clients get access to internet. Any advise to prevent internet access through VPN client.   Thanks",Cisco VPN client with internet,https://supportforums.cisco.com/discussion/12426551/cisco-vpn-client-internet,,,,,,,,,4
3074,2015,Hello all;   I have looked high and low and cannot find a high level (for executives not analysts) for a whitepaper that can show the advantages and the safety of using VPN client solutions to allow small businesses to setup remote users. Many of my clients are small (less then 20 person shops) looking to understand the advantages and the security risks of having a VPN. I explain to them and show them the advantages; but has anyone come across a high level white paper explaining the advantages and showing the ability of many of today's devices security when configured properly. Please point me to anything that you have seen out there along those lines. VPN Remote Clien,Top Level Document of Advantages of VPN and Safety,https://supportforums.cisco.com/discussion/12413146/top-level-document-advantages-vpn-and-safety,,,,,,,,,3
965,2016,"Hi, ASA's are not my strongest point. I had to make some changes to my clients ASA when the changed provider. The ASA used to be NAT'd to an NTU the old provider gave us, the new Provider the ASA is NAT'd to a modem. The only thing that doesn't work right is the VPN. When the IPSec VPN connects wecan't ping, telnet/ssh or RDP to any of the devises. My guess is the ACL's aren't quite right. Could somebody have a look at the config and suggest anything? WAN---ASA---LAN(192.168.20.x) I've removed usernames/passwords and changed the public IP address around for security. asa# sh run: Saved: ASA Version 8.2(5)! hostname asa domain-name afpo.local enable password JCdTyvBk.ia9GKSj encrypted passwd d/TIM/v60pVIbiEg encrypted names! interface Ethernet0/0 switchport access vlan 2! interface Ethernet0/1! interface Ethernet0/2! interface Ethernet0/3! interface Ethernet0/4! interface Ethernet0/5! interface Ethernet0/6! interface Ethernet0/7! interface Vlan1 nameif inside security-level 100 ip address 192.168.20.1 255.255.255.0! interface Vlan2 nameif outside security-level 0 pppoe client vpdn group idnet ip address pppoe setroute! banner exec ***************************************************** banner exec ***************** SCP Backup Enabled **************** banner exec ******************* SYSLOG Enabled ****************** banner exec ***************************************************** ftp mode passive clock timezone GMT/BST 0 clock summer-time GMT/BDT recurring last Sun Mar 1:00 last Sun Oct 2:00 dns domain-lookup inside dns server-group DefaultDNS name-server 192.168.20.201 domain-name afpo.local same-security-traffic permit intra-interface object-group network GFI-SERVERS network-object 5.11.77.0 255.255.255.0 network-object 93.57.176.0 255.255.255.0 network-object 94.186.192.0 255.255.255.0 network-object 184.36.144.0 255.255.255.0 network-object 192.67.16.0 255.255.252.0 network-object 208.43.37.0 255.255.255.0 network-object 228.70.81.0 255.255.252.0 network-object 98.98.51.176 255.255.255.240 access-list INBOUND extended permit tcp any interface outside eq https inactive access-list INBOUND extended permit tcp any interface outside eq 987 access-list INBOUND extended permit tcp object-group GFI-SERVERS interface outside eq smtp inactive access-list INBOUND extended permit tcp object-group GFI-SERVERS interface outside eq ldaps access-list NONAT extended permit ip 192.168.20.0 255.255.255.0 10.0.0.0 255.255.0.0 access-list NONAT extended permit ip 192.168.20.0 255.255.255.0 172.16.0.0 255.255.255.0 access-list NONAT extended permit ip 192.168.20.0 255.255.255.0 172.16.0.0 255.255.255.128 access-list RITM extended permit ip 10.71.79.0 255.255.255.0 10.0.0.0 255.255.0.0 access-list CLIENT_VPN extended permit ip any 172.16.0.0 255.255.255.128 access-list SPLIT_TUNNEL standard permit 10.71.79.0 255.255.255.0 access-list TSadmin_splitTunnelAcl standard permit 10.71.79.0 255.255.255.0 pager lines 24 logging enable logging trap informational logging asdm informational logging host inside 10.71.79.2 mtu inside 1500 mtu outside 1500 ip local pool CLIENT_VPN_POOL 172.16.0.1-172.16.0.126 mask 255.255.255.128 ip local pool SSL_VPN_POOL 172.16.0.129-172.16.0.254 mask 255.255.255.128 ip verify reverse-path interface outside ip audit attack action alarm drop icmp unreachable rate-limit 1 burst-size 1 icmp permit 10.71.79.0 255.255.255.0 echo inside icmp permit any inside icmp permit any unreachable outside icmp permit 86.84.144.144 255.255.255.240 echo outside icmp permit any outside asdm image disk0:/asdm-645.bin asdm history enable arp timeout 14400 nat-control global (outside) 1 interface nat (inside) 0 access-list NONAT nat (inside) 1 192.168.20.0 255.255.255.0 static (inside,outside) tcp interface smtp 10.71.79.2 smtp netmask 255.255.255.255 static (inside,outside) tcp interface https 10.71.79.2 https netmask 255.255.255.255 static (inside,outside) tcp interface 987 10.71.79.2 987 netmask 255.255.255.255 static (inside,outside) tcp interface ldaps 10.71.79.2 ldaps netmask 255.255.255.255 access-group INBOUND in interface outside timeout xlate 3:00:00 timeout conn 1:00:00 half-closed 0:10:00 udp 0:02:00 icmp 0:00:02 timeout sunrpc 0:10:00 h323 0:05:00 h225 1:00:00 mgcp 0:05:00 mgcp-pat 0:05:00 timeout sip 0:30:00 sip_media 0:02:00 sip-invite 0:03:00 sip-disconnect 0:02:00 timeout sip-provisional-media 0:02:00 uauth 0:05:00 absolute timeout tcp-proxy-reassembly 0:01:00 timeout floating-conn 0:00:00 dynamic-access-policy-record DfltAccessPolicy aaa-server RADIUS_SERVER protocol radius aaa-server RADIUS_SERVER (inside) host 10.71.79.2 key ***** radius-common-pw ***** no mschapv2-capable aaa authentication ssh console LOCAL http server enable http server session-timeout 60 http 0.0.0.0 0.0.0.0 inside http 87.84.164.144 255.255.255.240 outside no snmp-server location no snmp-server contact snmp-server enable traps snmp authentication linkup linkdown coldstart service resetinbound interface inside service resetinbound interface outside service resetoutside crypto ipsec transform-set ESP-AES-256-MD5 esp-aes-256 esp-md5-hmac crypto ipsec transform-set ESP-DES-SHA esp-des esp-sha-hmac crypto ipsec transform-set ESP-DES-MD5 esp-des esp-md5-hmac crypto ipsec transform-set ESP-AES-192-MD5 esp-aes-192 esp-md5-hmac crypto ipsec transform-set ESP-3DES-MD5 esp-3des esp-md5-hmac crypto ipsec transform-set ESP-AES-256-SHA esp-aes-256 esp-sha-hmac crypto ipsec transform-set ESP-AES-128-SHA esp-aes esp-sha-hmac crypto ipsec transform-set ESP-AES-192-SHA esp-aes-192 esp-sha-hmac crypto ipsec transform-set ESP-AES-128-MD5 esp-aes esp-md5-hmac crypto ipsec transform-set ESP-3DES-SHA esp-3des esp-sha-hmac crypto ipsec security-association lifetime seconds 28800 crypto ipsec security-association lifetime kilobytes 4608000 crypto dynamic-map DYN_CLIENT_VPN 10 match address CLIENT_VPN crypto dynamic-map DYN_CLIENT_VPN 10 set transform-set ESP-AES-256-SHA ESP-3DES-MD5 crypto dynamic-map SYSTEM_DEFAULT_CRYPTO_MAP 65535 set pfs group1 crypto dynamic-map SYSTEM_DEFAULT_CRYPTO_MAP 65535 set transform-set ESP-AES-128-SHA ESP-AES-128-MD5 ESP-AES-192-SHA ESP-AES-192-MD5 ESP-AES-256-SHA ESP-AES-256-MD5 ESP-3DES-SHA ESP-3DES-MD5 ESP-DES-SHA ESP-DES-MD5 crypto map IPSEC_VPN 10 match address RITM crypto map IPSEC_VPN 10 set peer 88.98.52.177 crypto map IPSEC_VPN 10 set transform-set ESP-AES-256-SHA ESP-3DES-MD5 crypto map IPSEC_VPN 100 ipsec-isakmp dynamic DYN_CLIENT_VPN crypto map IPSEC_VPN 65535 ipsec-isakmp dynamic SYSTEM_DEFAULT_CRYPTO_MAP crypto map IPSEC_VPN interface outside crypto isakmp enable outside crypto isakmp policy 10 authentication pre-share encryption aes-256 hash sha group 5 lifetime 86400 crypto isakmp policy 20 authentication pre-share encryption aes-192 hash sha group 5 lifetime 86400 crypto isakmp policy 30 authentication pre-share encryption aes hash sha group 5 lifetime 86400 crypto isakmp policy 40 authentication pre-share encryption 3des hash sha group 2 lifetime 86400 telnet timeout 5 ssh scopy enable ssh 0.0.0.0 0.0.0.0 inside ssh 88.98.52.176 255.255.255.240 outside ssh 175.171.144.58 255.255.255.255 outside ssh 89.187.81.30 255.255.255.255 outside ssh timeout 60 ssh version 2 console timeout 30 management-access inside vpdn group idnet request dialout pppoe vpdn group idnet localname &lt;Removed> vpdn group idnet ppp authentication chap vpdn username &lt;Removed> password ***** threat-detection basic-threat threat-detection scanning-threat shun except ip-address 10.0.0.0 255.255.0.0 threat-detection scanning-threat shun duration 360 threat-detection statistics threat-detection statistics tcp-intercept rate-interval 30 burst-rate 400 average-rate 200 ntp server 130.88.202.49 source outside prefer tftp-server outside 86.84.174.157 /Aberdeen_Fishing_Producers_(ASA5505).config webvpn port 4443 enable outside dtls port 4443 svc image disk0:/anyconnect-win-2.4.0202-k9.pkg 1 svc image disk0:/anyconnect-macosx-i386-2.4.0202-k9.pkg 2 svc image disk0:/anyconnect-macosx-powerpc-2.4.0202-k9.pkg 3 svc profiles ANYCONNECT_PROFILE disk0:/AnyConnectProfile.xml svc enable group-policy DfltGrpPolicy attributes wins-server value 10.71.79.2 dns-server value 10.71.79.2 vpn-simultaneous-logins 10 vpn-tunnel-protocol IPSec svc ip-comp enable pfs enable split-tunnel-policy tunnelspecified split-tunnel-network-list value SPLIT_TUNNEL default-domain value afpo.local webvpn svc rekey time 60 svc rekey method ssl svc profiles value ANYCONNECT_PROFILE svc ask none default svc group-policy TSadmin internal group-policy TSadmin attributes wins-server value 10.71.79.2 dns-server value 10.71.79.2 vpn-tunnel-protocol IPSec split-tunnel-policy tunnelspecified split-tunnel-network-list value TSadmin_splitTunnelAcl default-domain value afpo.local username backup password qwzcxbPwKZ7WiiEC encrypted privilege 15 username backup attributes service-type remote-access username admin password Cg9KcOsN6Wl24jnz encrypted privilege 15 username admin attributes service-type remote-access username tsadmin password v./oXn.idbhaKhwk encrypted privilege 15 username ritm password 7AzpFEsR/R60CY.O encrypted privilege 15 username ritm attributes service-type remote-access tunnel-group DefaultWEBVPNGroup general-attributes address-pool SSL_VPN_POOL authentication-server-group RADIUS_SERVER LOCAL tunnel-group RemoteVPN type remote-access tunnel-group RemoteVPN general-attributes address-pool CLIENT_VPN_POOL authentication-server-group RADIUS_SERVER LOCAL tunnel-group RemoteVPN ipsec-attributes pre-shared-key ***** tunnel-group 87.91.52.177 type ipsec-l2l tunnel-group 89.78.52.177 ipsec-attributes pre-shared-key ***** tunnel-group TSadmin type remote-access tunnel-group TSadmin general-attributes address-pool CLIENT_VPN_POOL default-group-policy TSadmin tunnel-group TSadmin ipsec-attributes pre-shared-key *****! class-map inspection_default match default-inspection-traffic!! policy-map type inspect dns preset_dns_map parameters message-length maximum client auto message-length maximum 512 policy-map global_policy class inspection_default inspect dns preset_dns_map inspect ftp inspect h323 h225 inspect h323 ras inspect rsh inspect rtsp inspect sqlnet inspect skinny inspect sunrpc inspect xdmcp inspect sip inspect netbios inspect tftp inspect ip-options inspect icmp! service-policy global_policy global prompt hostname context no call-home reporting anonymous Cryptochecksum:9ddde99467420daf7c1b8d414dd04cf3: end asa# asa 5505 NAT ACL asdm",ASA VPN Help,https://supportforums.cisco.com/discussion/12883866/asa-vpn-help,,,,,,,,,2
1062,2016,How to enable Site-to-Site VPN connection e-mail notifications? Maybe it's possible with theeventmanager? #vpn #tunnel #asa #5505 #sitetosite #notification,How to enable Site-to-Site VPN connection email notifications on ASA?,https://supportforums.cisco.com/discussion/12758276/how-enable-site-site-vpn-connection-email-notifications-asa,,,,,,,,,3
1047,2016,"Hello guys. I'm using a Cisco ASA 5540 with version 8.4. I need to assign an static IP address to a VPN client. I have seen in the Cisco documentation that it can be done validating the user against the ASA local database and in the user account you can assign a dedicated IP address, or using the CLI vpn-framed-ip-address command. The problem is that the client never gets that address and always gets one from the pool in the policy group. If I delete this pool, the client can not get any address. Any idea about how to solve this issue or how can I give this static IP for a specific VPN client? Thanks. #vpn-framed-ip-address #static ip",ASA Static IP Addressing for IPSec VPN Client,https://supportforums.cisco.com/discussion/12759971/asa-static-ip-addressing-ipsec-vpn-client,,,,,,,,,3
834,2016,"I'm working on a home lab setup with my 5506-X, and I've been having an issue configuring split tunneling. Every change I seem to make either gives me internet access, gives me access to the LAN, or takes away both. The current configuration I have has taken away both, and I'm a bit stumped. I've attached the configuration. Any guidance would be greatly appreciated!",Split Tunneling Not Working,https://supportforums.cisco.com/discussion/12927076/split-tunneling-not-working,,,,,,,,,2
2813,2015,Iam doing below config in cisco ASA 5525-x so can anyone confirm that below config are correct on one side of ASA  Let’s start with configuring ASA1:! ISAKMP Phase 1 crypto ikev1 policy 10 authentication pre-share encryption aes hash sha group 2 lifetime 86400! crypto ikev1 enable outside tunnel-group 173.199.183.2 type ipsec-l2l tunnel-group 173.199.183.2 ipsec-attributes ikev1 pre-shared-key Cisc0! IPsec Phase 2 access-list RED permit ip 192.168.1.0 255.255.255.0 10.0.0.0 255.255.255.0 crypto ipsec ikev1 transform-set ESP-AES128-SHA esp-aes esp-sha-hmac crypto map VPN-MAP 10 match address RED crypto map VPN-MAP 10 set peer 173.199.183.2 crypto map VPN-MAP 10 set ikev1 transform-set ESP-AES128-SHA crypto map VPN-MAP interface outside,Cisco ASA site to site ipsec VPN,https://supportforums.cisco.com/discussion/12452286/cisco-asa-site-site-ipsec-vpn,,,,,,,,,3
1224,2015,"Hello A business partner (BP) has some special requirements for VPN. Per the (BP), the vpn config on my Cisco ASA (825) should have the following:    (BP)remote gateway should be set to 0.0.0.0- This is what I am concerned about. Could any adverse issue arise on the ASA for other tunnels or routing by setting the crypto map peer and the tunnel-group to 0.0.0.0 for this specific tunnel? My side of the tunnel needs to be set for passive IKE (answer only). No trouble with this. Thank you for any expert guidance provided on this issue.",VPN tunnel special requirements,https://supportforums.cisco.com/discussion/12737221/vpn-tunnel-special-requirements,,,,,,,,,3
430,2016,"Hello, I'm trying to configure IPSec on a Cisco 819G. According to this document (http://www.cisco.com/c/en/us/products/collateral/routers/800-series-rout...) the licenses SL-810-AIS (IP services) andSL-810-ADVSEC (Adv Security) are included by default. However the Adv security is not activated: kit-7132#show license feature Feature name Enforcement Evaluation Subscription Enabled RightToUse advipservices_npe yes yes no no yes advsecurity_npe no no no yes no ios-ips-update yes yes yes no yes WAAS_Express yes yes no no yes Do you know how is it possible to get it activated in order to be able to configure IPSec? Thanks",IPSec with Cisco 819G (license),https://supportforums.cisco.com/discussion/13027761/ipsec-cisco-819g-license,,,,,,,,,3
1975,2015,"Hi In a new ASA, I am trying to install certificate. But when I paste certificate data, I got an error message. Please see screenshot in attachment. Anyone can me some suggestion? Thank you.",Install certificate in ASA,https://supportforums.cisco.com/discussion/12576911/install-certificate-asa,,,,,,,,,3
579,2016,"Hi,I have successfully configured remote access VPN for router,it is connected,but no access to inside,none of my ip's.I am sure SPLIT_ACL is ok and I have denied NATting them.For me everything is ok.I have done a lot it in ASA without anyproblem.Thanks for comments.   enable secret 5 $1$y0AJ$rhrjbrpe5NDiAyHGlfeNi/! aaa new-model!! aaa authentication login bcc_users local aaa authorization network bcc_group local !  crypto isakmp policy 10 encr aes authentication pre-share group 2! crypto isakmp client configuration group ra_vpn_bcc key ********* dns 8.8.8.8 domain bcc.local pool vpn_pool acl SPLIT_ACL max-users 7 netmask 255.255.255.0!! crypto ipsec transform-set myset esp-aes esp-sha-hmac mode tunnel!!! crypto dynamic-map dynmap 10 set transform-set myset reverse-route!! crypto map CRYPTO_VPN client authentication list bcc_users crypto map CRYPTO_VPN isakmp authorization list bcc_group crypto map CRYPTO_VPN client configuration address respond crypto map CRYPTO_VPN 10 ipsec-isakmp dynamic dynmap ! ! interface GigabitEthernet0/0/4 ip address %%%%%%%%%%% ip nat outside negotiation auto bfd interval 50 min_rx 50 multiplier 5 crypto map CRYPTO_VPN! ! ip local pool vpn_pool 172.31.255.0 172.31.255.250  ip access-list extended NAT deny ip 10.0.0.0 0.255.255.255 172.31.255.0 0.0.0.255 deny ip 172.16.0.0 0.0.255.255 172.31.255.0 0.0.0.255 deny ip 192.168.0.0 0.0.255.255 172.31.255.0 0.0.0.255 permit ip 172.16.0.0 0.15.255.255 any permit ip 192.168.0.0 0.0.255.255 any permit ip 10.0.0.0 0.255.255.255 any  ip access-list extended SPLIT_ACL permit ip 10.0.0.0 0.255.255.255 172.31.255.0 0.0.0.255 permit ip 172.16.0.0 0.0.255.255 172.31.255.0 0.0.0.255 permit ip 192.168.0.0 0.0.255.255 172.31.255.0 0.0.0.255",remote access VPN connected-no access to inside,https://supportforums.cisco.com/discussion/12982731/remote-access-vpn-connected-no-access-inside,,,,,,,,,2
1345,2015,"Dear community We are in the process of migrating from the old Cisco VPN Client 5 to Cisco AnyConnect. I have a couple of ASA-5510 running 9.1(1) code with a Base license, and in current setup all remote users log into the VPN using standard IKE/IPSec methods from their laptops (no split tunneling, nothing fancy). The VPN Client currenly has a profile which is imported into each user's laptop and has a pre-shared key stored, the solution works fine. Management decided to go for the Plus version of AnyConnect, rather than Apex which I believe satisfies all our requirements (overview here: http://www.cisco.com/c/en/us/td/docs/security/vpn_client/anyconnect/anyconnect40/feature/guide/anyconnect40features.html). I have three questions about migrating from VPN Client to AnyConnect: 1) currently my ASA shows that AnyConnect is disabled (see attached screenshot of show version). Do I need to upgrade the license on my ASA? If so does that come with AnyConnect or do I need to order it separately? 2) is it possible to use the VPN profile from VPN Client with AnyConnect or do I need to create a new one? 3) can someone direct me to a configuration guide for remote access VPN using the AnyConnect client rather than the old VPN Client? Are there any caveats / gotchas I should be aware of? Thanks a lot! Best regards, Martin vpn anyconnect asa",Migrating from VPN Client 5 to AnyConnect,https://supportforums.cisco.com/discussion/12717746/migrating-vpn-client-5-anyconnect,,,,,,,,,3
2224,2015,"I need to support TLS v1.2 to pass PCI compliance. Can anyone confirm what version of AnyConnect is needed? I can't tell if 3.x will support it or if I need to go to 4.x.  Thanks,-mike vpn pci asa5512 anyconnect",What version of AnyConnect is needed to support TLS v1.2,https://supportforums.cisco.com/discussion/12545606/what-version-anyconnect-needed-support-tls-v12,,,,,,,,,3
